index,0,1,2,3,4,5,6,7,8,9
79745,157,986,34405,2394,1699,4161,4833,33725,5269,74089
79751,48593,802,87430,1136,337,1834,2926,913,3205,7790
79752,8496,53921,2221,5013,26147,2939,5294,92507,3300,5005
79768,7616,102684,3060,7025,51698,7297,62956,26562,56757,149
79769,109487,7025,3060,26782,51698,26562,7297,62956,56757,149
79774,3104,6705,69406,7024,26578,61729,6887,71468,6327,31255
79777,56757,26782,8446,7616,26562,3060,62956,109487,7297,149
79791,157,1777,1699,33725,6612,986,4833,4161,5269,74089
79794,89305,1699,2394,6163,93498,33725,4833,4161,74089,5269
79807,3060,26782,102684,7025,26562,7297,56757,51698,62956,149
79810,7713,101962,529,195,6358,2798,68932,2394,74089,93498
79812,7708,4847,6791,2371,1387,6888,4833,33725,1699,913
79820,102684,7025,3060,26782,26562,51698,7297,56757,62956,149
79823,102684,7025,3060,26782,51698,7297,26562,56757,62956,149
79828,27456,87234,1753,4194,26939,103372,89190,97057,34359,48879
79829,3060,7616,102684,7025,26562,51698,62956,7297,56757,149
79830,2360,62956,26782,7025,109487,3060,51698,8446,56757,149
79832,26782,102684,7616,26562,7297,7025,51698,62956,56757,149
79833,5994,45517,2470,3508,4444,4061,93766,8604,25841,79720
79836,74089,111360,33725,7437,4833,6888,2394,71131,913,93498
79842,27311,7616,56757,26562,102684,7025,62956,7297,51698,149
79846,7616,3060,26782,7025,51698,26562,7297,62956,56757,149
79849,3060,27311,7025,26562,7297,51698,62956,56757,26782,149
79850,8496,112171,7345,63876,943,26875,6377,90645,55080,2000
79851,3879,8039,6493,8911,1887,647,55067,3598,6506,5329
79872,4863,663,112138,4267,6178,2413,647,40815,6506,261
79881,101362,6791,89305,1699,4833,2371,6888,33725,4589,913
79892,34405,5269,1699,4847,1387,33725,2371,6888,4833,913
79899,7616,3060,26782,7025,7297,51698,26562,56757,62956,149
79902,7141,3205,3698,31101,87430,1834,57640,2371,7790,913
79916,3203,4930,7171,26325,1356,3729,106441,1405,553,5782
79918,109487,52448,8446,3060,26782,56757,7297,26562,62956,149
79921,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
79927,31101,364,1883,6888,6791,708,4847,1387,2371,913
79928,109487,26782,7025,3060,51698,7297,26562,56757,62956,149
79930,83132,65188,112171,3521,3981,5013,5294,7086,190,2939
79934,1699,34405,1387,4847,7141,43832,5269,2371,6888,913
79939,299,62956,26562,26782,7297,102684,7025,51698,56757,149
79940,60904,3983,102684,7297,7025,27311,62956,56757,51698,149
79942,4833,3079,6358,74089,364,7790,93498,101362,2371,913
79943,109487,26782,3060,7025,7297,26562,51698,56757,62956,149
79948,3060,102684,26782,7025,62956,7297,51698,26562,56757,149
79950,912,7297,2324,62956,2606,567,56757,1127,58376,149
79952,67508,27878,107348,6093,5499,4194,34359,97057,89190,48879
79953,6888,708,4847,87430,3448,8341,7790,1883,2371,913
79955,149,1834,256,913,802,3698,3205,1136,7790,57640
79956,27311,26562,26782,102684,7025,7297,62956,56757,51698,149
79965,32011,1707,6612,8576,5269,6358,2070,529,74089,2145
79968,109487,7025,3060,26782,51698,26562,7297,62956,56757,149
79977,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
79978,6617,299,56757,7990,83219,27706,6533,78105,149,3060
79980,5107,1707,2125,529,7216,27373,195,68932,836,3090
79981,7616,102684,7025,26782,7297,62956,51698,26562,56757,149
79982,3060,102684,26782,26562,62956,7025,7297,51698,56757,149
79986,8496,67695,77846,3578,7026,31431,60514,63876,112171,44731
79993,109487,7025,3060,51698,26782,26562,7297,56757,62956,149
79998,44191,70336,54286,3079,7437,413,71131,93498,3090,111360
80005,3060,102684,7616,7025,51698,7297,56757,26562,62956,149
80006,52973,986,1777,1707,33838,4161,1036,3430,5269,74089
80015,3770,26578,46664,3634,6705,72714,95567,7024,61729,3104
80024,5560,7713,2798,2145,33725,33838,6358,4833,2394,74089
80025,1699,4161,3430,6163,7149,1777,3727,1036,34405,5269
80029,4262,6101,2436,1962,5152,1127,7572,5119,2000,7092
80034,3060,26782,299,26562,51698,7025,62956,56757,7297,149
80035,7616,102684,26782,26562,7025,7297,62956,51698,56757,149
80040,6533,102684,109487,3060,51698,62956,26562,7297,56757,149
80042,5119,85022,48879,97057,3658,4886,34359,33669,1091,2000
80046,7149,6888,708,33725,6612,6791,8341,1699,1387,913
80053,44788,7616,3060,83219,62956,7297,26782,51698,56757,149
80059,6238,8928,3634,4448,26578,5843,8273,45028,4862,44301
80061,102684,26782,56757,6533,6617,26562,109487,51698,3060,149
80063,78105,6533,102684,109487,52448,7297,56757,26562,62956,149
80064,4589,34405,7340,2371,6888,1699,4847,33725,4833,913
80079,2070,6869,5680,33838,4936,3117,111622,91199,1769,4686
80080,1699,208,3928,33725,47404,2324,4833,40815,31035,69849
80082,1208,2203,5666,2231,1226,56156,72043,3203,3044,52767
80083,2519,5013,26147,8496,7026,63876,3578,67695,7345,61729
80088,6617,7025,3060,26782,51698,26562,7297,56757,62956,149
80091,7616,3060,7025,26782,26562,51698,7297,62956,56757,149
80092,6617,7025,3060,26782,51698,26562,7297,62956,56757,149
80097,337,766,63479,1947,42009,48593,7982,628,5974,2926
80099,71129,7894,3598,4005,5128,3879,72703,82093,104944,3677
80105,5269,7789,157,6888,34405,33725,1699,74089,7149,913
80120,102684,7025,3060,26782,26562,51698,7297,62956,56757,149
80122,71325,3555,62437,31255,3271,26007,85022,5995,3324,223
80127,26782,51698,7025,102684,3060,26562,56757,62956,7297,149
80128,102684,26782,3060,7025,26562,7297,51698,62956,56757,149
80138,2100,663,3949,2324,62849,4688,103107,5152,49312,1361
80139,3060,102684,7025,26782,26562,51698,7297,62956,56757,149
80141,6888,4589,3448,2064,1387,4847,8341,7790,2371,913
80142,6791,34405,41585,1883,4589,1699,8341,4847,2371,913
80144,8482,27373,33838,836,32011,1707,109673,2070,529,2145
80149,7708,44191,7437,913,33725,71131,74089,3090,6335,93498
80153,102684,7025,26782,3060,26562,51698,62956,7297,56757,149
80169,109487,102684,3060,26782,51698,7297,62956,26562,56757,149
80172,45028,41721,5843,98243,44761,4862,8494,6327,44301,4886
80174,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
80180,3060,102684,26782,7025,7297,26562,62956,56757,51698,149
80185,3060,102684,7025,26782,26562,62956,7297,51698,56757,149
80186,3448,1387,6888,4847,8341,110882,1883,4589,2371,913
80191,109487,26782,102684,7025,51698,7297,26562,62956,56757,149
80192,3738,8968,3203,2459,2660,71156,2243,8366,6254,34150
80196,7025,26782,3060,7297,102684,26562,62956,51698,56757,149
80207,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
80216,102684,3060,7025,26562,26782,7297,51698,62956,56757,149
80218,7025,102684,26782,3060,26562,51698,7297,56757,62956,149
80221,74089,5269,7708,34405,2371,6791,4833,33725,1699,913
80228,7894,82093,25841,1275,1913,3223,4005,27899,104944,103048
80242,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
80246,83369,1387,4589,5956,4847,1699,6791,913,2371,6888
80251,33725,7789,1387,708,6888,4847,2371,1699,6791,913
80254,2381,3159,3882,103107,1361,51660,3646,663,1225,3949
80257,112804,2413,6506,1280,1225,2436,663,4267,40815,261
80258,93498,68932,2145,109673,3090,529,1707,836,6358,74089
80260,74089,5269,1387,4847,2371,6888,4833,1699,6791,913
80265,27373,2145,109673,74089,8491,33683,1036,836,1707,3090
80266,1023,802,96417,97168,2530,7943,913,57640,8341,5404
80269,53921,54513,59392,60514,67695,70984,87079,88950,93270,104879
80275,6617,109487,3060,51698,26782,26562,7297,62956,56757,149
80278,6533,102684,51698,7025,26782,7297,62956,26562,56757,149
80285,109487,7025,26782,3060,51698,7297,26562,56757,62956,149
80288,5956,65216,4847,4161,5269,1699,4833,33725,34405,913
80293,26782,8446,109487,3060,6617,26562,56757,7297,62956,149
80302,26782,102684,51698,26562,3060,7025,7297,56757,62956,149
80304,7086,2354,5418,6586,7235,8928,48414,83132,6971,71252
80307,102684,7025,3060,26782,26562,51698,7297,62956,56757,149
80312,6617,6533,51698,26562,3060,26782,7297,62956,56757,149
80320,31223,1091,8739,7092,5152,26840,3794,1127,2000,5119
80323,7616,5005,7025,6617,109487,26562,56757,62956,7297,149
80325,7171,1405,3078,5049,2138,553,3203,3330,34150,6254
80334,59126,71252,60295,3153,8923,3812,954,8765,5005,64969
80337,62956,5255,26782,7616,102684,26562,51698,7025,56757,149
80340,5956,89305,33725,7149,4589,7708,6888,6791,1699,913
80347,7086,7334,5013,65188,903,26147,31431,77846,8496,5095
80353,7616,109487,3060,26782,7297,51698,26562,62956,56757,149
80358,26782,6533,102684,26562,62956,7297,56757,7025,51698,149
80359,7708,2394,7437,1699,44191,33725,4833,5269,74089,93498
80361,4850,48593,105197,55253,43832,1584,97168,70293,3205,802
80369,93270,104879,112171,3966,53921,1938,7345,60514,5095,44731
80378,7025,109487,3060,26782,51698,26562,7297,56757,62956,149
80379,3060,26782,102684,7297,7025,26562,62956,51698,56757,149
80386,82053,529,93498,71131,5560,2798,7294,7713,6358,74089
80391,49312,3735,3658,33669,4886,5119,1091,2436,5152,2000
80392,50011,71252,7297,6533,109487,62956,1225,56757,26782,149
80398,26782,7616,7025,7297,109487,26562,51698,56757,62956,149
80401,413,7713,2394,1707,6358,44191,5269,71131,93498,74089
80403,2134,836,102194,84847,104303,27456,4813,68932,6996,3090
80406,7616,102684,3060,7297,7025,26562,51698,56757,62956,149
80411,4589,6791,4847,34405,2371,6888,1699,33725,4833,913
80417,1387,1883,6888,4847,6791,33725,1699,4833,2371,913
80419,3060,26562,6617,102684,62956,51698,7297,26782,56757,149
80421,31101,7387,7492,708,7790,7340,110882,57640,3448,913
80427,109487,102684,7025,26782,26562,51698,7297,62956,56757,149
80428,5464,112804,58303,8923,261,3587,4267,5011,2413,1225
80436,1699,87430,1387,3448,708,364,8341,4847,2371,913
80459,102684,109487,3060,7025,51698,7297,26562,56757,62956,149
80461,83369,913,5956,4847,7789,5269,157,7708,4833,33725
80469,82053,7437,1036,2394,44191,1707,71131,5269,93498,74089
80475,7616,102684,26782,7297,7025,26562,62956,51698,56757,149
80479,56757,4116,102684,3576,6534,1480,3015,7933,149,1936
80482,802,1834,6598,3004,57640,30818,40966,7790,87430,31101
80484,7616,7025,3060,26782,51698,26562,7297,56757,62956,149
80485,102684,3060,26782,7025,26562,7297,51698,62956,56757,149
80494,2501,4350,26147,44731,67695,8496,53921,97921,7026,5095
80495,4833,33725,1834,87430,1883,4847,2371,3448,7790,913
80501,102684,3060,26782,7025,51698,26562,7297,62956,56757,149
80505,299,7616,26562,7297,102684,62956,7025,56757,51698,149
80513,7387,7790,364,87430,4847,1883,1387,8341,2371,913
80516,7616,26782,102684,7025,7297,26562,62956,56757,51698,149
80521,5319,48,4194,100487,6093,89190,34164,34359,97057,48879
80533,26782,102684,7025,3060,51698,7297,26562,62956,56757,149
80539,6271,2422,106002,4393,5680,100487,231,5873,4686,80241
80542,7616,102684,26782,7025,26562,7297,62956,51698,56757,149
80550,3598,104944,7894,8911,26587,45335,5329,3223,4005,27899
80566,3033,8799,2316,6122,27311,102684,56757,7025,51698,149
80572,7616,6617,3060,26562,51698,26782,7297,56757,62956,149
80573,349,3512,109848,3094,79006,4795,953,7982,6573,116823
80576,7616,3060,7025,26782,7297,26562,51698,62956,56757,149
80577,7334,44731,5095,7345,31431,8496,903,97921,26147,943
80594,2939,5013,8496,108945,903,7026,26147,2221,1938,53921
80596,79879,26562,3060,26782,62956,7297,51698,56757,102684,149
80600,91199,8576,4161,32011,2070,5269,6612,33838,74089,2145
80605,81782,7713,54286,71131,1385,836,5107,195,68932,3090
80612,6869,91199,4194,59429,2070,3090,2145,27373,836,529
80616,26782,7025,3060,26562,102684,7297,62956,56757,51698,149
80617,38499,7713,2798,195,529,5107,27373,836,68932,3090
80618,7616,26782,102684,7025,26562,7297,51698,62956,56757,149
80620,1883,708,4833,4847,1699,1387,2371,34405,6888,913
80623,7616,26782,102684,26562,7025,7297,62956,51698,56757,149
80624,102684,109487,51698,3060,26782,7297,26562,56757,62956,149
80632,102684,3060,26782,7025,26562,7297,51698,62956,56757,149
80633,7025,7616,3060,51698,26782,7297,26562,56757,62956,149
80640,27456,5499,27878,4194,6996,3090,34359,97057,89190,48879
80641,7743,8496,31445,33072,67695,77846,903,26147,50011,65188
80646,3060,7616,7025,102684,7297,51698,62956,26562,56757,149
80648,1699,6791,708,1387,8341,1883,6888,4847,2371,913
80650,26782,109487,62956,102684,7297,51698,3060,26562,56757,149
80655,8446,102684,26782,26562,51698,3060,7297,62956,56757,149
80656,102684,109487,3060,26782,51698,26562,62956,7297,56757,149
80659,26782,109487,62956,7025,7297,7616,56757,51698,26562,149
80668,6617,102684,62956,7025,26562,7616,56757,7297,51698,149
80671,102684,3060,7025,7297,26782,26562,62956,51698,56757,149
80674,7616,3060,7025,26782,26562,7297,51698,56757,62956,149
80677,88950,93270,104879,3966,7743,7334,26562,5005,62956,149
80678,7616,7025,3060,26782,51698,26562,7297,56757,62956,149
80681,4422,3439,103107,3949,2324,90524,663,31035,3646,69849
80687,102684,3060,6617,8446,62956,51698,26782,56757,26562,149
80688,5956,1387,1883,8341,6791,6888,4847,1699,2371,913
80690,7616,6617,3060,8446,56757,62956,26782,26562,51698,149
80695,6617,109487,3060,26782,8446,26562,7297,56757,62956,149
80699,109487,7025,3060,26782,51698,7297,26562,62956,56757,149
80702,3060,7616,26782,7025,51698,26562,7297,56757,62956,149
80703,109487,6617,3060,26782,51698,56757,26562,7297,62956,149
80704,1777,1036,93498,6612,986,4161,7149,1699,74089,5269
80706,7616,102684,26782,7025,26562,7297,51698,62956,56757,149
80707,7025,102684,62956,27706,51698,56757,8446,83219,109487,149
80708,26782,6533,51698,3060,109487,7297,56757,26562,62956,149
80711,63876,5418,6586,1729,3981,4664,31431,5095,7086,7345
80712,7616,7025,3060,26782,51698,26562,7297,62956,56757,149
80715,7025,109487,26562,102684,3060,7297,62956,51698,56757,149
80716,102684,26782,7616,7025,7297,26562,62956,51698,56757,149
80718,3060,7616,26782,7025,26562,7297,51698,62956,56757,149
80723,53123,45028,98243,101525,99468,44761,90645,4862,44301,4886
80724,3060,26782,102684,7297,7025,26562,62956,51698,56757,149
80726,2316,27311,6617,26562,109487,7297,56757,51698,62956,149
80736,101525,45028,8494,98243,44761,4862,5237,44301,90645,4886
80738,364,6888,57640,31101,8341,1834,87430,7790,2371,913
80743,7025,6617,3060,51698,26782,26562,7297,62956,56757,149
80748,6791,6612,34405,5269,157,74089,1699,7708,33725,4833
80756,5404,1834,2166,87430,58655,51638,2371,8341,7790,913
80760,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
80769,34405,4847,6791,1699,708,6888,1387,8341,2371,913
80771,109487,7025,26782,3060,51698,26562,7297,56757,62956,149
80778,6533,7616,26782,7025,51698,56757,7297,26562,62956,149
80783,2151,2051,5690,69122,3015,56757,2587,149,102684,51698
80787,59392,60514,70984,87079,88950,93270,104879,31445,39444,7743
80789,1834,7258,628,6763,337,4470,802,2926,3205,7790
80798,364,65216,6791,2371,6888,1699,4847,1387,8341,913
80800,7616,26782,102684,7025,7297,26562,62956,51698,56757,149
80805,3060,26782,26562,102684,7025,7297,51698,62956,56757,149
80806,2501,7086,108945,112171,2939,3521,3633,5013,60514,5294
80807,33164,3439,5152,3949,3646,31035,2324,69849,7092,103107
80810,60514,1938,3578,8496,26147,31431,2501,5095,77846,1729
80824,3060,78105,56757,299,62956,109487,1380,8446,7616,26562
80826,5269,34405,33725,4833,4847,6888,6791,2371,1699,913
80827,986,111622,2145,33683,32011,2167,1707,33838,109673,74089
80829,102684,3060,7616,26782,51698,56757,26562,7297,62956,149
80838,7616,102684,3060,7025,26562,7297,51698,62956,56757,149
80842,1707,109673,5269,2167,33838,986,93498,1036,6358,74089
80844,3060,7616,102684,7297,26562,62956,7025,51698,56757,149
80853,74685,112138,4267,90524,6178,1887,8039,663,40815,261
80854,8507,42009,79006,97860,3205,71156,5974,628,1136,116823
80864,26782,7616,102684,56757,7025,62956,7297,26562,51698,149
80874,3060,26782,102684,7025,26562,7297,62956,51698,56757,149
80879,7025,109487,3060,26782,51698,7297,26562,62956,56757,149
80881,4276,109487,51698,62956,2360,26782,7025,26562,56757,149
80882,102684,7025,3060,26782,26562,7297,51698,62956,56757,149
80888,102684,7616,7025,26782,7297,26562,51698,56757,62956,149
80897,109487,8446,7297,26562,51698,26782,3060,56757,62956,149
80910,3090,73027,1937,87234,4813,52245,27456,7489,6996,1265
80912,61350,7025,62956,26562,3060,102684,7616,51698,56757,149
80919,2798,7817,5560,82053,33725,5269,4833,2394,6358,74089
80920,6617,109487,51698,3060,26782,7297,26562,56757,62956,149
80922,851,2551,3205,3037,6118,46530,3811,25929,51575,3364
80939,78574,93498,73587,7708,4833,33725,4161,6791,5269,1699
80946,2939,26147,112171,7026,31431,3578,5294,5095,7086,67695
80948,102684,7025,3060,26782,51698,26562,7297,56757,62956,149
80949,33830,94864,3503,4273,4167,4912,5397,47518,2555,1466
80951,26782,109487,7616,8446,56757,26562,62956,3060,7297,149
80958,7616,7025,26562,26782,102684,7297,51698,62956,56757,149
80962,5937,7743,31445,88950,2939,7345,31431,50011,60514,5294
80967,446,27706,109487,2360,51698,52448,7025,56757,3060,149
80970,51562,52604,54513,59392,70984,87079,93270,104879,108945,6586
80972,70183,8827,6291,56757,1784,299,5049,27706,45722,108981
80982,7025,3060,102684,26562,51698,26782,62956,56757,7297,149
80985,364,31101,708,51638,1387,7790,1883,8341,2371,913
80987,6617,26782,3060,7025,26562,51698,56757,7297,62956,149
80989,3060,7616,7025,26562,7297,26782,51698,56757,62956,149
80994,7437,413,68932,5107,74089,3730,6335,71131,93498,3090
80998,3060,109487,7025,26782,51698,7297,26562,62956,56757,149
81000,7616,7297,102684,26782,26562,62956,7025,56757,51698,149
81022,6617,6533,3060,26782,56757,8446,7297,26562,62956,149
81024,7790,6888,40278,53121,8341,1387,4847,3448,913,2371
81030,7708,1387,7789,4833,34405,4161,5269,33725,913,1699
81033,109673,6358,71131,5560,3090,74089,5107,836,7713,68932
81034,3060,51698,7025,26782,109487,26562,62956,56757,7297,149
81038,6645,26163,6890,6982,59440,8739,1453,5663,3794,40732
81046,1769,2325,5680,231,5873,100487,2145,91199,6869,4686
81047,1699,2394,4161,4833,93498,986,33725,6358,5269,74089
81057,4847,33725,6888,7789,34405,7149,6791,1387,1699,913
81059,903,3521,3633,8496,26147,77846,112171,53921,7026,71252
81063,7616,102684,26782,26562,7025,7297,51698,62956,56757,149
81065,4847,708,6888,34405,6791,1699,8341,1883,2371,913
81066,7616,8446,102684,26562,26782,7297,56757,3060,62956,149
81073,6617,102684,3060,26782,26562,51698,7297,62956,56757,149
81082,7616,3060,26782,7025,51698,7297,26562,56757,62956,149
81092,51698,109487,7025,26562,3060,26782,56757,62956,7297,149
81095,6888,4847,364,1883,6791,708,1387,8341,2371,913
81099,7616,102684,26782,7025,7297,26562,62956,51698,56757,149
81100,102684,7025,3060,26782,26562,7297,51698,62956,56757,149
81101,708,3448,7708,7149,6888,34405,1699,1387,6791,913
81109,109487,7025,26782,3060,51698,7297,62956,26562,56757,149
81111,33725,8341,4847,6791,1883,6888,1387,1699,2371,913
81114,7743,31445,33072,39444,50011,60514,112171,3966,7334,53921
81115,26527,62374,2268,2907,3688,7982,947,8,2231,5785
81117,89305,4847,65216,93498,5269,913,101362,33725,1699,6791
81118,3060,6533,7025,26782,62956,26562,7297,51698,56757,149
81119,7844,87234,5165,1265,59315,86882,3090,4813,27456,6996
81120,7616,102684,26782,7025,26562,7297,62956,51698,56757,149
81130,3060,7025,102684,26782,51698,26562,62956,7297,56757,149
81131,5011,81456,58303,3587,3159,261,2413,4267,8923,1225
81134,1307,98243,44761,8908,4862,8494,26007,5237,44301,4886
81137,6533,7025,3060,26782,51698,7297,26562,62956,56757,149
81140,26782,7616,102684,26562,7297,7025,62956,56757,51698,149
81150,7616,109487,7025,26782,51698,7297,26562,56757,62956,149
81158,90405,6573,71156,4470,5974,7982,85397,953,628,116823
81161,7708,986,1777,34405,4161,6612,7149,5269,74089,1699
81164,63808,5974,53207,3254,42009,80748,79006,1952,4470,48593
81169,2867,60904,4276,62956,27311,8799,56757,102684,51698,149
81173,2686,4833,3208,6886,423,7437,5660,111360,101362,208
81175,4061,23,2436,112804,2381,1280,87234,64969,6996,27456
81181,26782,7616,102684,62956,7297,51698,7025,56757,26562,149
81182,99468,943,27820,68952,8494,44301,56001,92507,2447,59126
81183,7297,456,26782,109487,7025,26562,56757,62956,7616,149
81185,3060,7616,7025,26782,7297,26562,51698,62956,56757,149
81186,109487,7025,26782,51698,3060,7297,26562,56757,62956,149
81196,299,102684,26562,26782,62956,7297,7025,51698,56757,149
81197,102684,3060,26782,7025,51698,7297,26562,62956,56757,149
81202,109487,26782,3060,7025,7297,51698,26562,56757,62956,149
81204,101360,45335,104944,80241,60818,34164,231,4005,2422,100487
81206,7025,102684,7616,26782,7297,26562,51698,62956,56757,149
81207,2371,71928,3448,58655,3698,1834,57640,1387,913,7790
81208,3983,82169,7025,102684,7616,26562,1480,62956,56757,149
81212,7025,102684,3060,26782,51698,26562,7297,62956,56757,149
81222,82463,33126,63826,95873,5625,7243,71156,4479,2694,8968
81224,109487,102684,7616,7025,26782,7297,62956,51698,56757,149
81228,31101,2064,1883,4847,1387,33725,1699,6888,2371,913
81229,34532,55067,663,3928,1361,4863,6506,1051,40815,90524
81239,26782,7616,7025,102684,26562,7297,62956,51698,56757,149
81246,82053,913,1699,4161,93498,33725,2394,4833,5269,74089
81252,3060,6533,7616,109487,51698,7297,56757,62956,26562,149
81254,3060,26782,7025,102684,26562,51698,7297,62956,56757,149
81257,2939,3521,3981,5095,44731,112171,3633,53921,5294,65188
81259,3060,26782,7616,7025,26562,7297,56757,51698,62956,149
81261,5013,97921,3981,31431,2501,1729,4664,5095,3578,149
81263,109487,3060,7025,26782,26562,7297,51698,56757,62956,149
81266,2585,26842,32011,2436,2145,111622,6869,91199,109673,1769
81267,6617,3060,26562,7025,7297,62956,56757,51698,26782,149
81271,4489,31101,7141,7492,58655,7790,87430,364,1834,913
81272,1834,364,1883,7141,57640,3448,31101,2371,7790,913
81273,7789,4847,6888,1387,4589,4833,6791,1699,33725,913
81276,109487,3060,7025,51698,26782,26562,7297,62956,56757,149
81280,7387,6598,6888,2371,8341,87430,7790,1387,31101,913
81281,102684,3060,7025,26782,26562,7297,51698,62956,56757,149
81293,7025,6617,3060,26782,51698,26562,7297,62956,56757,149
81300,5152,1914,1619,1281,103107,7092,8739,4005,5119,2000
81304,1883,708,8341,6791,4847,1699,6888,1387,2371,913
81314,6612,2336,208,7437,93498,1699,4833,2394,33725,74089
81316,7387,7790,33725,3448,8341,6888,4847,2371,4833,913
81334,27311,26782,2028,3983,6122,7025,51698,62956,56757,149
81337,102684,3060,26782,7025,51698,26562,7297,56757,62956,149
81338,26782,7025,102684,51698,7297,3060,26562,62956,56757,149
81341,102684,7616,26782,26562,7297,7025,62956,51698,56757,149
81342,3364,3205,4068,31101,7790,1834,7492,913,2926,2863
81345,3060,102684,26782,7025,26562,7297,51698,62956,56757,149
81360,102684,7025,26562,3060,26782,7297,51698,62956,56757,149
81361,5107,208,2394,44191,7713,6335,3730,413,93498,71131
81364,2221,2939,7345,8496,53921,65188,3578,26147,67695,943
81365,102684,7616,26782,7025,26562,7297,51698,62956,56757,149
81367,109487,6617,26782,3060,51698,7297,26562,62956,56757,149
81370,261,3827,112804,81456,954,5011,58303,1225,8923,2413
81376,67508,76210,7216,1203,107348,34359,4194,89190,97057,48879
81380,3060,6533,26782,109487,8446,26562,56757,62956,7297,149
81381,6101,8739,1914,1962,2436,2000,7572,1127,7092,5119
81386,3060,7297,26782,109487,51698,7616,56757,26562,62956,149
81396,2598,1976,3869,5994,8604,4061,6448,3508,6982,79720
81399,3060,102684,7025,26782,51698,26562,7297,56757,62956,149
81403,3448,40278,2926,2371,7141,3205,87430,1834,7790,913
81404,59392,60514,63876,65188,70984,87079,93270,97921,104879,6971
81405,102684,7025,3060,26782,51698,26562,7297,56757,62956,149
81411,5438,1546,7000,26111,2890,7007,15,26258,3398,53464
81413,7025,102684,26782,3060,51698,26562,7297,62956,56757,149
81415,103372,3090,34359,26939,48879,408,97057,87234,89190,27456
81434,102684,51698,7616,1029,7025,26562,62956,56757,7297,149
81439,492,2530,6888,2371,4589,1883,5404,7340,8341,913
81447,208,4161,1699,6612,4833,2394,33725,93498,5269,74089
81453,26562,7616,299,62956,7025,7297,56757,102684,51698,149
81457,7616,102684,7025,26562,26782,62956,7297,51698,56757,149
81458,7297,26782,27311,102684,8799,7616,56757,62956,51698,149
81461,51638,7790,364,4847,41585,1387,8341,6888,2371,913
81465,7616,26782,102684,7025,7297,26562,62956,51698,56757,149
81467,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
81477,54513,59392,70984,87079,88950,93270,104879,7334,33072,50011
81485,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
81487,102684,7025,3060,26782,51698,7297,26562,62956,56757,149
81493,6617,8446,26562,51698,3060,7297,26782,56757,62956,149
81497,923,31101,57640,51638,8341,1834,87430,7790,2371,913
81509,6612,65216,34405,7708,4833,33725,74089,4161,5269,1699
81510,102684,3060,7025,26782,51698,26562,7297,56757,62956,149
81511,53921,31445,39444,8928,46664,4350,2557,5095,26578,44301
81513,3060,102684,26782,7025,26562,7297,51698,62956,56757,149
81516,7616,3060,7025,26562,26782,51698,7297,56757,62956,149
81526,7616,109487,7025,102684,62956,51698,26562,7297,56757,149
81527,7149,7708,4161,34405,33725,4833,1699,5269,74089,913
81528,4833,11,8341,4589,2371,7149,6791,33725,1699,913
81531,26782,102684,3060,7025,51698,7297,26562,62956,56757,149
81532,7616,102684,3060,7025,51698,26562,7297,62956,56757,149
81540,7025,51698,8446,56757,3060,26782,26562,62956,7297,149
81541,3698,40278,3448,31101,1834,57640,3205,87430,913,7790
81551,47610,41617,31260,30894,3526,4862,5843,41721,8494,44301
81552,6886,7492,111360,7437,101362,423,44191,3730,93498,6335
81554,102684,7025,3060,26782,26562,51698,7297,62956,56757,149
81564,8446,6617,7616,3060,51698,26782,56757,7297,62956,149
81568,3060,7025,102684,26782,26562,51698,7297,62956,56757,149
81570,7616,102684,26782,26562,7025,7297,62956,51698,56757,149
81573,102684,3060,7025,26782,26562,51698,7297,62956,56757,149
81579,7025,26782,102684,3060,51698,26562,7297,62956,56757,149
81580,3060,7025,102684,26782,26562,7297,51698,62956,56757,149
81581,102684,60904,4276,26782,8799,27311,7616,56757,51698,149
81582,6178,3920,4267,8039,1887,90524,663,6506,261,40815
81583,943,92507,56001,1091,2421,64969,2447,90645,55080,6377
81588,3981,7345,2221,8496,26147,77846,2959,7578,60295,5005
81594,34405,65216,7708,4161,33725,4833,913,74089,1699,5269
81598,5974,4795,85397,42418,71156,7982,953,337,42009,628
81609,7616,26782,102684,7025,7297,51698,62956,26562,56757,149
81614,7149,74089,1387,6888,7708,6791,2371,34405,1699,913
81626,2394,44191,101362,913,5446,33725,2336,6335,4833,93498
81628,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
81630,6598,3205,58655,8341,31101,1834,87430,2371,7790,913
81631,3060,7933,6617,51698,26562,7297,26782,62956,56757,149
81636,93498,4552,70336,413,3090,71131,68932,37853,5107,54286
81637,2324,59429,6101,76210,836,5119,1962,5504,7092,1127
81639,7025,6617,51698,3060,102684,26562,7297,62956,56757,149
81641,70984,87079,88950,93270,104879,5095,5937,7743,65188,108945
81644,8482,55232,111622,4022,95858,33683,1769,4686,32011,4727
81648,4686,5269,3430,32011,33683,1036,74089,33838,2585,1707
81649,34405,7708,1699,1387,83369,4847,7149,913,6888,5956
